"ID","ACCOUNTID","ACCOUNT.NAME","AMOUNT","CLOSEDATE","CONTRACT_END_DATE__C","DESCRIPTION","FORECASTCATEGORY","FORECASTCATEGORYNAME","HASOPENACTIVITY","HASOPPORTUNITYLINEITEM","HASOVERDUETASK","ISCLOSED","ISWON","LEADSOURCE","NAME","NEXTSTEP","PROBABILITY","STAGENAME","TYPE"
"0060b00000pOu8CAAS","0010b00002EBgLuAAL","TerraSwitch","145800.0","2019-02-04","","","Omitted","Omitted","false","true","false","true","false","Email","TerraSwitch - New Business - 201843","","0.0","ClosedLost","New Business"
"0060b00000pOu8GAAS","0010b00002EBgPRAA1","Bernier-Swaniawski","32700.0","2019-03-10","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Bernier-Swaniawski - New Business - 201859","","0.0","ClosedLost","New Business"
"0060b00000pOu8KAAS","0010b00002EBgOzAAL","XORpro","80100.0","2019-03-10","","","Omitted","Omitted","false","true","false","true","false","TradeShow","XORpro - New Business - 2018525","","0.0","ClosedLost","New Business"
"0060b00000pOu8aAAC","0010b00002EBgPMAA1","Plumb Bum","49200.0","2018-07-27","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Plumb Bum - New Business - 2017913","","0.0","ClosedLost","New Business"
"0060b00000pOu8lAAC","0010b00002EBgMTAA1","Fahey-VonRueden","37200.0","2018-10-08","","","Omitted","Omitted","false","true","false","true","false","","Fahey-VonRueden - New Business - 20171218","","0.0","ClosedLost","New Business"
"0060b00000pOu8sAAC","0010b00002EBgNCAA1","American Legion Dept Of FL","21600.0","2018-11-18","2019-02-21","","Closed","Closed","false","true","false","true","true","","American Legion Dept Of FL - New Business - 201822","","0.0","ClosedWon","New Business"
"0060b00000pOu8wAAC","0010b00002EBgMeAAL","Bailey, Jaskolski and Hermann","141600.0","2019-02-04","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Bailey, Jaskolski and Hermann - New Business - 2018314","","0.0","ClosedLost","New Business"
"0060b00000pOu8xAAC","0010b00002EBgMRAA1","Kyagoro","14400.0","2019-01-17","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Kyagoro - New Business - 2018326","","0.0","ClosedLost","New Business"
"0060b00000pOu8zAAC","0010b00002EBgMiAAL","Stationcure","7500.0","2019-03-12","2019-06-15","","Closed","Closed","false","true","false","true","true","TradeShow","Stationcure - New Business - 2018428","","0.0","ClosedWon","New Business"
"0060b00000pOu93AAC","0010b00002EBgMcAAL","Loose Inc.","27000.0","2019-03-08","","","Omitted","Omitted","false","true","false","true","false","Referral","Loose Inc. - New Business - 2018511","","0.0","ClosedLost","New Business"
"0060b00000pOu9PAAS","0010b00002EBgNRAA1","Kautzer-Ritchie","15000.0","2019-03-26","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Kautzer-Ritchie - New Business - 2018614","","0.0","ClosedLost","New Business"
"0060b00000pOu9TAAS","0010b00002EBgNuAAL","DotCondom","55800.0","2019-05-30","","","Omitted","Omitted","false","true","false","true","false","Website","DotCondom - New Business - 2018711","","0.0","ClosedLost","New Business"
"0060b00000pOu9UAAS","0010b00002EBgKSAA1","Yakijo","35700.0","2019-05-05","2019-08-08","","Closed","Closed","false","true","false","true","true","Website","Yakijo - New Business - 2018713","","0.0","ClosedWon","New Business"
"0060b00000pOu9bAAC","0010b00002EBgNeAAL","Shields-Zemlak","29760.0","2019-06-09","","","Omitted","Omitted","false","true","false","true","false","Website","Shields-Zemlak - New Business - 201886","","0.0","ClosedLost","New Business"
"0060b00000pOu9fAAC","0010b00002EBgNjAAL","Feeney LLC","46500.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","","Feeney LLC - New Business - 2018826","","0.0","Stage2","New Business"
"0060b00000pOu9gAAC","0010b00002EBgKpAAL","Prarie Fire","67800.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","Website","Prarie Fire - New Business - 2018830","","0.0","Stage1","New Business"
"0060b00000pOu9iAAC","0010b00002EBgLNAA1","Minimizer?s","77400.0","2019-06-18","","","BestCase","Best Case","false","true","false","false","false","","Minimizer’s - New Business - 201892","","0.0","Stage3","New Business"
"0060b00000pOu9pAAC","0010b00002EBgNWAA1","Mighty Moo","26640.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","Website","Mighty Moo - New Business - 2018912","","0.0","Stage1","New Business"
"0060b00000pOu9rAAC","0010b00002EBgNwAAL","Classy Collars","10500.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","Website","Classy Collars - New Business - 2018918","","0.0","Stage2","New Business"
"0060b00000pOu9tAAC","0010b00002EBgNaAAL","Satterfield LLC","62400.0","2019-06-27","","","BestCase","Best Case","false","true","false","false","false","","Satterfield LLC - New Business - 2018922","","0.0","Stage4","New Business"
"0060b00000pOuA4AAK","0010b00002EBgOKAA1","Topdrive","41100.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","","Topdrive - New Business - 2018827","","0.0","Stage1","New Business"
"0060b00000pOuA7AAK","0010b00002EBgPHAA1","SAT Preppy","10560.0","2019-04-21","","","Omitted","Omitted","false","true","false","true","false","","SAT Preppy - New Business - 2018627","","0.0","ClosedLost","New Business"
"0060b00000pOuAAAA0","0010b00002EBgJiAAL","Results Orientation","42720.0","2019-06-05","2019-09-08","","Closed","Closed","false","true","false","true","true","Referral","Results Orientation - New Business - 2018724","","0.0","ClosedWon","New Business"
"0060b00000pOuACAA0","0010b00002EBgKaAAL","Quamba","23004.0","2019-05-20","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Quamba - New Business - 2018731","","0.0","ClosedLost","New Business"
"0060b00000pOuAEAA0","0010b00002EBgLKAA1","Spontaneous Combustion","21000.0","2019-06-27","","","Forecast","Commit","false","true","false","false","false","TradeShow","Spontaneous Combustion - New Business - 2018813","","0.0","Stage5","New Business"
"0060b00000pOuAGAA0","0010b00002EBgLsAAL","Moore, Kautzer and Streich","86700.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","","Moore, Kautzer and Streich - New Business - 2018818","","0.0","Stage2","New Business"
"0060b00000pOuAIAA0","0010b00002EBgNAAA1","The Backyard Chef","21900.0","2019-06-04","","","Omitted","Omitted","false","true","false","true","false","TradeShow","The Backyard Chef - New Business - 2018823","","0.0","ClosedLost","New Business"
"0060b00000pOuALAA0","0010b00002EBgJvAAL","Harvey-MacGyver","88200.0","2019-07-28","","","BestCase","Best Case","false","true","false","false","false","Website","Harvey-MacGyver - New Business - 201898","","0.0","Stage3","New Business"
"0060b00000pOuAMAA0","0010b00002EBgOjAAL","FreakinAlley.com","56304.0","2019-06-27","","","BestCase","Best Case","false","true","false","false","false","Website","FreakinAlley.com - New Business - 2018915","","0.0","Stage3","New Business"
"0060b00000pOuAQAA0","0010b00002EBgPVAA1","Bogan-Bergstrom","27900.0","2019-06-27","","","BestCase","Best Case","false","true","false","false","false","TradeShow","Bogan-Bergstrom - New Business - 201893","","0.0","Stage4","New Business"
"0060b00000pOu5CAAS","0010b00002EBgOSAA1","DePort","3000.0","2018-09-24","","","Omitted","Omitted","false","true","false","true","false","","DePort - New Business - 2017128","","0.0","ClosedLost","New Business"
"0060b00000pOu6FAAS","0010b00002EBgOZAA1","Apextri","24060.0","2017-12-08","","","Omitted","Omitted","false","true","false","true","false","","Apextri - New Business - 2017223","","0.0","ClosedLost","New Business"
"0060b00000pOu6ZAAS","0010b00002EBgPqAAL","Certified Accounting Solutions","36576.0","2018-06-02","","","Omitted","Omitted","false","true","false","true","false","","Certified Accounting Solutions - New Business - 2017711","","0.0","ClosedLost","New Business"
"0060b00000pOu7iAAC","0010b00002EBgMLAA1","Hotcakes","2460.0","2018-05-15","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Hotcakes - New Business - 2017630","","0.0","ClosedLost","New Business"
"0060b00000pOu8YAAS","0010b00002EBgMYAA1","Que It Up","25920.0","2018-07-13","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Que It Up - New Business - 2017830","","0.0","ClosedLost","New Business"
"0060b00000pOu32AAC","0010b00002EBgNqAAL","Greenfelder, Connelly and Corwin","130320.0","2018-06-17","","","Omitted","Omitted","false","true","false","true","false","Email","Greenfelder, Connelly and Corwin - New Business - 201785","","0.0","ClosedLost","New Business"
"0060b00000pOu3RAAS","0010b00002EBgQ7AAL","The Paw Law","180000.0","2019-03-25","","","Omitted","Omitted","false","true","false","true","false","","The Paw Law - Renewal - 201866","","0.0","ClosedLost","Renewal"
"0060b00000pOu3dAAC","0010b00002EBgKDAA1","Heller, Parker and Medhurst","65700.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","","Heller, Parker and Medhurst - New Business - 2018825","","0.0","Stage1","New Business"
"0060b00000pOu4TAAS","0010b00002EBgO1AAL","Controlnow","45600.0","2017-09-29","2018-12-02","","Closed","Closed","false","true","false","true","true","","Controlnow - Renewal - 20161210","","0.0","ClosedWon","Renewal"
"0060b00000pOu52AAC","0010b00002EBgKVAA1","Hilpert-Schumm","59760.0","2018-07-25","2020-10-28","","Closed","Closed","false","true","false","true","true","","Hilpert-Schumm - Renewal - 2017916","","0.0","ClosedWon","Renewal"
"0060b00000pOu5ZAAS","0010b00002EBgOIAA1","Roob, Bergnaum and Lueilwitz","96000.0","2019-03-25","","","Omitted","Omitted","false","true","false","true","false","","Roob, Bergnaum and Lueilwitz - Renewal - 2018525","","0.0","ClosedLost","Renewal"
"0060b00000pOu7DAAS","0010b00002EBgPZAA1","Brewsome Tuscon","71400.0","2019-01-03","2020-03-08","","Closed","Closed","false","true","false","true","true","","Brewsome Tuscon - Renewal - 2018313","","0.0","ClosedWon","Renewal"
"0060b00000pOu7NAAS","0010b00002EBgLTAA1","McKenzie LLC","24300.0","2019-04-03","2019-07-07","","Closed","Closed","false","true","false","true","true","Referral","McKenzie LLC - New Business - 201854","","0.0","ClosedWon","New Business"
"0060b00000pOu7ZAAS","0010b00002EBgLVAA1","Orn, Gutmann and Koss","43200.0","2019-09-27","","","Pipeline","Pipeline","false","true","false","false","false","Referral","Orn, Gutmann and Koss - New Business - 2018910","","25.0","Stage2","New Business"
"0060b00000pOu7pAAC","0010b00002EBgPAAA1","Hand Bag WhipLass","39744.0","2018-05-31","","","Omitted","Omitted","false","true","false","true","false","","Hand Bag WhipLass - New Business - 2017812","","0.0","ClosedLost","New Business"
"0060b00000pOu86AAC","0010b00002EBgMAAA1","InfoDrill","23100.0","2018-12-24","2019-03-29","","Closed","Closed","false","true","false","true","true","","InfoDrill - New Business - 201834","","0.0","ClosedWon","New Business"
"0060b00000pOu8OAAS","0010b00002EBgMFAA1","Coffee Ranch","61500.0","2019-03-22","2019-06-25","","Closed","Closed","false","true","false","true","true","","Coffee Ranch - New Business - 201867","","0.0","ClosedWon","New Business"
"0060b00000pOu8bAAC","0010b00002EBgPrAAL","Kub-Hickle","46800.0","2018-07-17","2018-10-20","","Closed","Closed","false","true","false","true","true","Website","Kub-Hickle - New Business - 2017919","","0.0","ClosedWon","New Business"
"0060b00000pOu9mAAC","0010b00002EBgN7AAL","Zilodyne","28740.0","2019-07-28","","","BestCase","Best Case","false","true","false","false","false","TradeShow","Zilodyne - New Business - 201896","","0.0","Stage3","New Business"
"0060b00000pOuAHAA0","0010b00002EBgPEAA1","Daugherty, Metz and Grant","15600.0","2019-06-04","","","Omitted","Omitted","false","true","false","true","false","Website","Daugherty, Metz and Grant - New Business - 2018819","","0.0","ClosedLost","New Business"
"0060b00000pOuAJAA0","0010b00002EBgPBAA1","Cat?s Away","40800.0","2019-06-27","","","BestCase","Best Case","false","true","false","false","false","TradeShow","Cat’s Away - New Business - 201893","","0.0","Stage4","New Business"
"0060b00000pOu16AAC","0010b00002EBgKqAAL","The Puppy Paradise Pound","53820.0","2016-04-20","","","Omitted","Omitted","false","true","false","true","false","Website","The Puppy Paradise Pound - New Business - 2015617","","0.0","ClosedLost","New Business"
"0060b00000pOu1EAAS","0010b00002EBgPoAAL","XOR Family","24780.0","2016-04-25","","","Omitted","Omitted","false","true","false","true","false","Website","XOR Family - New Business - 2015710","","0.0","ClosedLost","New Business"
"0060b00000pOu1NAAS","0010b00002EBgOPAA1","Glukgluk","51600.0","2016-07-02","","","Omitted","Omitted","false","true","false","true","false","Website","Glukgluk - New Business - 201595","","0.0","ClosedLost","New Business"
"0060b00000pOu2DAAS","0010b00002EBgNdAAL","Rancho Django","66048.0","2017-06-11","2018-09-14","","Closed","Closed","false","true","false","true","true","Referral","Rancho Django - New Business - 2016722","","0.0","ClosedWon","New Business"
"0060b00000pOu2HAAS","0010b00002EBgMDAA1","Pfeffer, McDermott and Gerlach","54840.0","2017-05-24","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Pfeffer, McDermott and Gerlach - New Business - 201689","","0.0","ClosedLost","New Business"
"0060b00000pOu2MAAS","0010b00002EBgLMAA1","Burnt Offerings","13608.0","2017-06-24","","","Omitted","Omitted","false","true","false","true","false","Referral","Burnt Offerings - New Business - 201697","","0.0","ClosedLost","New Business"
"0060b00000pOu2PAAS","0010b00002EBgNpAAL","Easy Rider Leathers","42408.0","2017-08-15","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Easy Rider Leathers - New Business - 2016930","","0.0","ClosedLost","New Business"
"0060b00000pOu2gAAC","0010b00002EBgMZAA1","Dance Masters","26832.0","2017-12-17","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Dance Masters - New Business - 201723","","0.0","ClosedLost","New Business"
"0060b00000pOu3BAAS","0010b00002EBgNgAAL","NextTime","41136.0","2018-08-08","","","Omitted","Omitted","false","true","false","true","false","","NextTime - New Business - 20171018","","0.0","ClosedLost","New Business"
"0060b00000pOu3GAAS","0010b00002EBgNMAA1","Altenwerth and Sons","107280.0","2018-09-25","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Altenwerth and Sons - New Business - 2017129","","0.0","ClosedLost","New Business"
"0060b00000pOu3KAAS","0010b00002EBgNUAA1","Torphy, Prosacco and Marks","42300.0","2018-11-21","","","Omitted","Omitted","false","true","false","true","false","Website","Torphy, Prosacco and Marks - New Business - 201821","","0.0","ClosedLost","New Business"
"0060b00000pOu3MAAS","0010b00002EBgNcAAL","Capscreen","44220.0","2019-02-03","2019-05-09","","Closed","Closed","false","true","false","true","true","TradeShow","Capscreen - New Business - 2018220","","0.0","ClosedWon","New Business"
"0060b00000pOu3qAAC","0010b00002EBgPbAAL","Karma Metrics","41880.0","2016-12-27","","","Omitted","Omitted","false","true","false","true","false","","Karma Metrics - New Business - 2016315","","0.0","ClosedLost","New Business"
"0060b00000pOu42AAC","0010b00002EBgOtAAL","Fertile Eyes","32100.0","2017-03-30","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Fertile Eyes - New Business - 2016610","","0.0","ClosedLost","New Business"
"0060b00000pOu47AAC","0010b00002EBgKZAA1","Paucek-Parker","14640.0","2017-05-19","","","Omitted","Omitted","false","true","false","true","false","Referral","Paucek-Parker - New Business - 201685","","0.0","ClosedLost","New Business"
"0060b00000pOu4AAAS","0010b00002EBgP2AAL","McLaughlin-Dicki","79920.0","2017-06-20","2019-09-23","","Closed","Closed","false","true","false","true","true","","McLaughlin-Dicki - New Business - 2016821","","0.0","ClosedWon","New Business"
"0060b00000pOu4EAAS","0010b00002EBgOhAAL","Tell-E","42300.0","2017-07-22","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Tell-E - New Business - 2016912","","0.0","ClosedLost","New Business"
"0060b00000pOu4HAAS","0010b00002EBgPnAAL","Arts Council For Chautauqua County","47700.0","2017-06-29","","","Omitted","Omitted","false","true","false","true","false","Website","Arts Council For Chautauqua County - New Business - 2016917","","0.0","ClosedLost","New Business"
"0060b00000pOu5JAAS","0010b00002EBgOLAA1","Quintity","43800.0","2019-01-13","2019-04-18","","Closed","Closed","false","true","false","true","true","TradeShow","Quintity - New Business - 201829","","0.0","ClosedWon","New Business"
"0060b00000pOu5KAAS","0010b00002EBgOAAA1","Minnesota Double Domes","64860.0","2019-02-07","2019-05-13","","Closed","Closed","false","true","false","true","true","Website","Minnesota Double Domes - New Business - 2018221","","0.0","ClosedWon","New Business"
"0060b00000pOu5VAAS","0010b00002EBgOGAA1","Legal Recovery Agency of NY","88080.0","2019-01-31","","","Omitted","Omitted","false","true","false","true","false","Referral","Legal Recovery Agency of NY - New Business - 2018414","","0.0","ClosedLost","New Business"
"0060b00000pOu5gAAC","0010b00002EBgKoAAL","Nikolaus and Sons","32640.0","2019-05-05","2019-08-08","","Closed","Closed","false","true","false","true","true","","Nikolaus and Sons - New Business - 201875","","0.0","ClosedWon","New Business"
"0060b00000pOu5sAAC","0010b00002EBgM3AAL","Alumitech","11484.0","2017-07-28","","","Omitted","Omitted","false","true","false","true","false","Website","Alumitech - New Business - 20161013","","0.0","ClosedLost","New Business"
"0060b00000pOu5tAAC","0010b00002EBgQ5AAL","Lind-Considine","26784.0","2017-09-24","2019-12-28","","Closed","Closed","false","true","false","true","true","","Lind-Considine - New Business - 20161015","","0.0","ClosedWon","New Business"
"0060b00000pOu63AAC","0010b00002EBgLLAA1","Ruecker, Schamberger and Hudson","62820.0","2017-11-06","","","Omitted","Omitted","false","true","false","true","false","","Ruecker, Schamberger and Hudson - New Business - 20161216","","0.0","ClosedLost","New Business"
"0060b00000pOu66AAC","0010b00002EBgPkAAL","Bountiful Harvest Health Food Store","40320.0","2017-10-06","2018-12-09","","Closed","Closed","false","true","false","true","true","TradeShow","Bountiful Harvest Health Food Store - New Business - 20161221","","0.0","ClosedWon","New Business"
"0060b00000pOu6MAAS","0010b00002EBgLUAA1","Comquest","36420.0","2018-01-04","","","Omitted","Omitted","false","true","false","true","false","","Comquest - New Business - 2017314","","0.0","ClosedLost","New Business"
"0060b00000pOu6pAAC","0010b00002EBgPtAAL","Vegetability","19980.0","2018-09-04","2018-12-08","","Closed","Closed","false","true","false","true","true","Website","Vegetability - New Business - 20171120","","0.0","ClosedWon","New Business"
"0060b00000pOu7FAAS","0010b00002EBgP8AAL","Reichel, Dooley and Pagac","36540.0","2019-02-09","2019-05-15","","Closed","Closed","false","true","false","true","true","TradeShow","Reichel, Dooley and Pagac - New Business - 2018319","","0.0","ClosedWon","New Business"
"0060b00000pOu7GAAS","0010b00002EBgLAAA1","Monsource","79680.0","2019-03-11","2019-06-14","","Closed","Closed","false","true","false","true","true","Website","Monsource - New Business - 2018322","","0.0","ClosedWon","New Business"
"0060b00000pOu7PAAS","0010b00002EBgLEAA1","Labadie, Greenholt and Barton","16560.0","2019-04-26","","","Omitted","Omitted","false","true","false","true","false","Referral","Labadie, Greenholt and Barton - New Business - 2018615","","0.0","ClosedLost","New Business"
"0060b00000pOu7kAAC","0010b00002EBgLzAAL","James Joyce Incorporated","39660.0","2018-05-03","","","Omitted","Omitted","false","true","false","true","false","TradeShow","James Joyce Incorporated - New Business - 2017717","","0.0","ClosedLost","New Business"
"0060b00000pOu7oAAC","0010b00002EBgM8AAL","Suretech","8640.0","2018-06-04","2019-08-07","","Closed","Closed","false","true","false","true","true","","Suretech - New Business - 201784","","0.0","ClosedWon","New Business"
"0060b00000pOu7uAAC","0010b00002EBgLwAAL","Star Merchant Services","85680.0","2018-09-24","","","Omitted","Omitted","false","true","false","true","false","Website","Star Merchant Services - New Business - 20171122","","0.0","ClosedLost","New Business"
"0060b00000pOu7yAAC","0010b00002EBgOkAAL","Predovic-Blanda","55860.0","2018-11-17","","","Omitted","Omitted","false","true","false","true","false","Referral","Predovic-Blanda - New Business - 2018115","","0.0","ClosedLost","New Business"
"0060b00000pOu8HAAS","0010b00002EBgLqAAL","Spa Halcyon","36240.0","2019-02-27","2019-05-02","","Closed","Closed","false","true","false","true","true","Website","Spa Halcyon - New Business - 2018516","","0.0","ClosedWon","New Business"
"0060b00000pOu8NAAS","0010b00002EBgMCAA1","Future Technology","92760.0","2019-04-25","","","Omitted","Omitted","false","true","false","true","false","Referral","Future Technology - New Business - 201863","","0.0","ClosedLost","New Business"
"0060b00000pOu8UAAS","0010b00002EBgMHAA1","GreedKreme","52380.0","2019-06-04","2019-09-07","","Closed","Closed","false","true","false","true","true","Referral","GreedKreme - New Business - 2018818","","0.0","ClosedWon","New Business"
"0060b00000pOu8WAAS","0010b00002EBgLfAAL","Volkman Group","86280.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","Referral","Volkman Group - New Business - 2018916","","0.0","Stage2","New Business"
"0060b00000pOu8cAAC","0010b00002EBgMQAA1","Coffee Territory","6048.0","2018-07-07","","","Omitted","Omitted","false","true","false","true","false","Referral","Coffee Territory - New Business - 2017925","","0.0","ClosedLost","New Business"
"0060b00000pOu8dAAC","0010b00002EBgMjAAL","Raja Dodger","68100.0","2018-08-15","","","Omitted","Omitted","false","true","false","true","false","Referral","Raja Dodger - New Business - 2017107","","0.0","ClosedLost","New Business"
"0060b00000pOu8gAAC","0010b00002EBgMrAAL","Excelleprint","32940.0","2018-09-05","2018-12-09","","Closed","Closed","false","true","false","true","true","Website","Excelleprint - New Business - 20171124","","0.0","ClosedWon","New Business"
"0060b00000pOu8hAAC","0010b00002EBgMgAAL","Fragrance Factory","70260.0","2018-10-07","","","Omitted","Omitted","false","true","false","true","false","","Fragrance Factory - New Business - 20171125","","0.0","ClosedLost","New Business"
"0060b00000pOu8mAAC","0010b00002EBgMtAAL","Hermann Inc","71040.0","2018-10-09","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Hermann Inc - New Business - 20171220","","0.0","ClosedLost","New Business"
"0060b00000pOu8rAAC","0010b00002EBgN5AAL","ExoCoffee.com","28380.0","2018-11-12","","","Omitted","Omitted","false","true","false","true","false","","ExoCoffee.com - New Business - 2018130","","0.0","ClosedLost","New Business"
"0060b00000pOu92AAC","0010b00002EBgN4AAL","Wiza and Sons","20700.0","2019-03-26","","","Omitted","Omitted","false","true","false","true","false","Referral","Wiza and Sons - New Business - 201855","","0.0","ClosedLost","New Business"
"0060b00000pOu94AAC","0010b00002EBgMfAAL","Union Mission Of Fairmont","50592.0","2019-04-23","2019-07-27","","Closed","Closed","false","true","false","true","true","Website","Union Mission Of Fairmont - New Business - 2018521","","0.0","ClosedWon","New Business"
"0060b00000pOu95AAC","0010b00002EBgMmAAL","Meejo","39312.0","2019-03-25","","","Omitted","Omitted","false","true","false","true","false","Website","Meejo - New Business - 201863","","0.0","ClosedLost","New Business"
"0060b00000pOu9AAAS","0010b00002EBgN6AAL","PowerXOR","23680.0","2019-07-28","","","Pipeline","Pipeline","false","true","false","false","false","","PowerXOR - New Business - 2018825","","0.0","Stage2","New Business"
"0060b00000pOu9GAAS","0010b00002EBgNYAA1","Ebert LLC","61920.0","2019-01-21","","","Omitted","Omitted","false","true","false","true","false","Referral","Ebert LLC - New Business - 2018410","","0.0","ClosedLost","New Business"
"0060b00000pOu9LAAS","0010b00002EBgOpAAL","Dickinson-Hills","19536.0","2019-04-07","","","Omitted","Omitted","false","true","false","true","false","","Dickinson-Hills - New Business - 2018513","","0.0","ClosedLost","New Business"
"0060b00000pOu9MAAS","0010b00002EBgNlAAL","Ronelon","63984.0","2019-02-26","","","Omitted","Omitted","false","true","false","true","false","","Ronelon - New Business - 2018513","","0.0","ClosedLost","New Business"
"0060b00000pOu9QAAS","0010b00002EBgLHAA1","Michael Kalman Web Consultant","84420.0","2019-05-05","","","Omitted","Omitted","false","true","false","true","false","Referral","Michael Kalman Web Consultant - New Business - 2018620","","0.0","ClosedLost","New Business"
"0060b00000pOu9VAAS","0010b00002EBgNLAA1","Abbott-Turner","81240.0","2019-06-02","","","Omitted","Omitted","false","true","false","true","false","","Abbott-Turner - New Business - 2018720","","0.0","ClosedLost","New Business"
"0060b00000pOu9aAAC","0010b00002EBgMaAAL","Muscle Spasm Adventure Extremes","73680.0","2019-07-28","","","BestCase","Best Case","false","true","false","false","false","Referral","Muscle Spasm Adventure Extremes - New Business - 201883","","0.0","Stage3","New Business"
"0060b00000pOu9eAAC","0010b00002EBgJoAAL","Beige and Briney","52380.0","2019-06-05","","","Omitted","Omitted","false","true","false","true","false","","Beige and Briney - New Business - 2018819","","0.0","ClosedLost","New Business"
"0060b00000pOu9nAAC","0010b00002EBgNSAA1","Ruecker, D'Amore and Parker","47460.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","Referral","Ruecker, D'Amore and Parker - New Business - 201897","","0.0","Stage2","New Business"
"0060b00000pOu9vAAC","0010b00002EBgO6AAL","Boehm, Jenkins and Jacobson","21960.0","2019-04-03","2019-07-07","","Closed","Closed","false","true","false","true","true","TradeShow","Boehm, Jenkins and Jacobson - New Business - 2018531","","0.0","ClosedWon","New Business"
"0060b00000pOuA1AAK","0010b00002EBgOOAA1","What He Said Productions","19200.0","2019-05-29","","","Omitted","Omitted","false","true","false","true","false","Website","What He Said Productions - New Business - 2018815","","0.0","ClosedLost","New Business"
"0060b00000pOuA3AAK","0010b00002EBgO7AAL","Hermann, Hamill and Bradtke","43560.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","","Hermann, Hamill and Bradtke - New Business - 2018820","","0.0","Stage2","New Business"
"0060b00000pOuA8AAK","0010b00002EBgOTAA1","Balco","7920.0","2019-05-15","2020-08-18","","Closed","Closed","false","true","false","true","true","TradeShow","Balco - New Business - 201872","","0.0","ClosedWon","New Business"
"0060b00000pOuABAA0","0010b00002EBgOiAAL","Babbleset","46560.0","2019-05-18","","","Omitted","Omitted","false","true","false","true","false","Email","Babbleset - New Business - 2018729","","0.0","ClosedLost","New Business"
"0060b00000pOuAKAA0","0010b00002EBgPLAA1","Confirmity","41280.0","2019-08-27","","","Pipeline","Pipeline","false","true","false","false","false","TradeShow","Confirmity - New Business - 201894","","0.0","Stage1","New Business"
"0060b00000pOuASAA0","0010b00002EBgPuAAL","Hayes, Emard and McGlynn","39840.0","2019-06-27","","","BestCase","Best Case","false","true","false","false","false","","Hayes, Emard and McGlynn - New Business - 2018910","","0.0","Stage4","New Business"
"0060b00000pOu23AAC","0010b00002EBgNEAA1","Occasion Alice","36768.0","2017-03-30","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Occasion Alice - New Business - 2016611","","0.0","ClosedLost","New Business"
"0060b00000pOu2LAAS","0010b00002EBgLZAA1","Braun-Keebler","69960.0","2017-05-31","","","Omitted","Omitted","false","true","false","true","false","Website","Braun-Keebler - New Business - 2016816","","0.0","ClosedLost","New Business"
"0060b00000pOu3CAAS","0010b00002EBgKLAA1","GuruKrew","33300.0","2018-08-29","2018-11-02","","Closed","Closed","false","true","false","true","true","Website","GuruKrew - New Business - 20171023","","0.0","ClosedWon","New Business"
"0060b00000pOu4GAAS","0010b00002EBgKyAAL","Medcom","42720.0","2017-07-07","","","Omitted","Omitted","false","true","false","true","false","","Medcom - New Business - 2016915","","0.0","ClosedLost","New Business"
"0060b00000pOu51AAC","0010b00002EBgOVAA1","Ntags","62520.0","2018-07-08","","","Omitted","Omitted","false","true","false","true","false","Website","Ntags - New Business - 2017913","","0.0","ClosedLost","New Business"
"0060b00000pOu5EAAS","0010b00002EBgOYAA1","Macromanage","24264.0","2018-10-16","","","Omitted","Omitted","false","true","false","true","false","","Macromanage - New Business - 20171226","","0.0","ClosedLost","New Business"
"0060b00000pOu5TAAS","0010b00002EBgKwAAL","Connelly-Fadel","43380.0","2019-01-22","","","Omitted","Omitted","false","true","false","true","false","TradeShow","Connelly-Fadel - New Business - 201843","","0.0","ClosedLost","New Business"
"0060b00000pOu5rAAC","0010b00002EBgM5AAL","Acacia Group","31740.0","2017-07-26","","","Omitted","Omitted","false","true","false","true","false","","Acacia Group - New Business - 2016104","","0.0","ClosedLost","New Business"
